Order_ID,Customer_ID,Product_ID,Quantity
a4da9e9b-7c31-4f96-b4db-57f0073a3193,732,299,8
a8b30754-699b-487b-9b03-3982e8c081b3,242,77,4
ef3acdea-4cd4-49c0-8320-6866192f4d79,659,15,6
9ed27bb9-1053-4acc-ab5c-d1b872a6b21e,5,188,5
845e179e-8405-44e0-bc5c-1165d79dd352,603,309,4
9bc79065-6f35-4bad-816f-0d568b3a06a3,166,82,7
458d237c-7fc2-4118-b5f0-48677acf4df1,345,73,9
64cf983b-8a74-4348-9013-91fd733c6baf,965,321,9
addcea83-d3c7-4caf-ae71-cfc80eeee9ac,896,137,2
129dc149-2134-4fce-98fa-53caedf339fd,734,127,2
d29826e1-5004-4b2c-bad2-e03bef163ee0,989,183,7
d9e5efe6-cd45-4dfe-81f7-c767dc99a27f,623,6,2
dd71264f-a2b9-447e-a62c-f94b2bdb6197,203,371,6
a6b659f6-42df-46e9-8082-bdcbb91662bb,414,154,4
759aee4f-b29f-4d3c-98c9-2b7d05f61c02,535,416,2
d9761787-00e7-4c86-83ab-215d6ff90c59,62,301,6
98584696-f682-45bc-ab7b-eb8311b707f6,920,140,5
1820d253-5c32-4397-8044-7685bab06d54,98,9,8
6f196e76-d9bd-4651-a075-415b51adafcf,149,24,3
3d3c213e-3ef9-4993-aff7-cfde743aa342,362,411,1
7db7d189-1134-427f-a7af-3ff9dbd973f8,351,249,6
9ed80532-1a04-4f9e-ae6b-c927fd02362a,311,309,2
3df229a0-dcf7-4926-a908-51e1b13499a3,275,489,7
74414319-1f45-483d-a312-b02df146fac2,931,56,3
991d0eca-10f8-4298-909d-d323a301946f,514,471,8
011ba203-ddd1-467a-aa0e-0ffcc5e2847a,653,190,3
ff301ed5-3b09-40c7-b234-c8fb3b424465,394,11,2
0ab8004c-c7a4-4d0a-a9cf-b7b63766cbc7,728,122,3
5147ca9d-906a-4241-b189-397753247d68,319,434,8
670953ac-5272-4fc4-a9b6-9ae643c2a2ad,242,274,9
655be0e0-6495-47c5-bfe6-e57e4efe20dd,148,91,6
68f62cf5-2c76-43f1-b759-d99255c6989e,686,411,9
0db22112-6185-4c57-9d08-2da0f8a47b12,429,267,3
90271197-d73d-4ac0-97db-bea6e871cea7,311,426,7
c469180c-7d57-4be2-97b6-313c1bccac0c,104,132,9
beac5ce4-af52-4123-b172-099fde5f199f,992,257,6
e4b13e5c-b7ff-44ba-8378-a2e31a94549a,768,406,1
318cbdb7-46c5-4318-965b-53de3c893f1a,714,441,2
d3b0ed91-7bb6-411f-b854-2bda12cd3806,464,224,9
57617225-0568-4755-82cf-23db164b0242,899,260,7
e42e9411-ce33-462a-8b57-710ea7e89666,501,251,1
d3fb8f44-ff53-4e63-99b3-8e4ba4f10c83,729,452,4
e22a0209-45f6-433a-923e-5aea3e9f6d3f,367,486,8
b001c9b2-b28a-4df4-9069-9ff557d305f9,557,80,8
ba8f9453-3ff6-4c51-bd69-22eb5b92f8e1,337,79,7
1b87a34a-45ed-47d3-b7ae-a106717c8407,231,149,7
35ec1ccd-5bdc-487e-b976-ca86ab9a2572,26,492,9
ff58eda3-06a4-495b-9fad-3c3ad8577f2d,597,384,2
089b0cf0-9094-417c-998b-f98c05991b6a,781,319,6
207941b1-3ab2-4bfe-b161-ec1237d476e1,515,242,8
14e10753-d237-4847-a4f6-7a5736d827cb,395,451,8
5a5fb138-1e70-48a2-8ac8-22ec4235317a,479,216,1
7aea28ed-708f-4645-8d27-ded9525ea28c,275,487,5
d03c8900-684a-4cd7-bb73-17bae00fabd2,569,486,7
42d56a90-f1eb-435f-8efc-5f0b8ca963e9,807,2,2
105099e3-faac-4865-9f3e-834a72005e30,788,400,4
06f77fa5-2f8d-4d6e-aeeb-9adf3b538b18,393,317,1
f3993043-05e6-47ef-9d55-d74919af627b,579,259,2
0588f6a5-6c67-4194-a886-bb8f01dfd08a,133,91,2
72dd1285-0a44-406b-b230-4051073bbbd0,264,38,3
96665961-c41a-4dd7-967b-5a5b95de08e5,200,68,8
ccf18c3c-56a4-4879-95dd-6d3ab9322d65,846,277,1
d6c05b7c-9057-4d3d-8898-b1d0975400c9,241,279,6
cd958238-ae66-471b-a9f0-28f8c0bcda1e,298,187,2
6f570f1a-b44c-41e5-8649-dbe517618a34,227,284,1
cc4c1174-752f-407c-bd63-94fbe6a47fa8,156,216,4
bec62299-5303-4d26-aa5a-c36ddb858f77,991,134,6
08d24109-67b4-4295-a559-fa5cd6cb17c7,597,235,6
3eeae6ec-fd12-4ab1-9227-01e7898fc8e4,425,40,8
cd51c09a-82de-44f9-a998-5f499cc7deab,861,99,3
83fdbbb7-0770-46d7-900d-00cce87f7eef,31,260,9
07e5b545-78a4-40dd-9e5a-fbb963f315a5,120,197,2
d745ec34-2150-4459-8765-f7bf3101f0ee,176,145,7
b4afc14d-caf2-4e5b-acc3-d5d3b26968ff,192,326,4
61d18b94-9162-415b-903c-67b5ca9c3116,161,132,2
948477b2-2c59-4e46-9477-843e8a3834ad,358,241,3
14c76d86-0dc8-4279-a5f2-a49ab42a4243,188,159,6
9398a909-9a5f-4ead-91df-14ceec2b4eb8,356,30,4
219cf936-a740-475c-b788-8708427f4c9d,60,252,2
6be8e04a-8d36-463b-affd-c7a15ffe8b40,967,252,5
c658cf8b-5639-4af5-942f-208399ac5af3,540,250,6
86a69494-8eb6-4435-8c60-836d30bcef85,928,5,7
55c81a45-3d44-4bde-854e-1c9344362532,33,492,8
23bdf5a3-a308-46ae-b871-b32945b1b27e,284,36,1
8bcaa92b-4d9f-402c-8296-f58fe2c46220,15,342,8
378a3492-3bd8-4997-bc38-a9405e7f3f4b,12,63,6
3e9e2a7f-56a6-4242-8403-9a2ff505acd3,484,40,6
6b983d4d-686e-4591-a72b-bbaaed6f7209,347,293,4
b749d671-f128-4295-9b82-c9fe818dc8dc,416,132,8
101cfd04-874f-4230-bec4-3f703f907ddb,181,262,5
9571d856-d9e0-4158-b3ec-68a5ce4525e2,204,57,8
e78c41c4-8fe9-4be0-b3ed-5b54e21d25ea,481,5,7
510dd75a-9589-4245-a06f-6aeccaa8dc19,159,394,8
a5af251d-91d2-492c-99fd-794ce7b7ff5e,337,396,6
298d6155-3e35-49c6-aee0-6f11fdcc928f,572,306,4
97786b77-28b5-41d9-ae03-4bc26347eacc,22,474,1
cc4b047e-97c0-488a-b320-8b681827d17c,612,454,5
18ca79af-29c7-4248-b0ad-b1103cae0141,370,211,9
dc324a87-5f90-4178-bf9c-5a88d7960838,695,120,2
510246fd-8ded-40f5-bfe6-8092c9924019,678,175,4
42f02c87-6451-45b0-a987-e741028f3ff9,570,144,6
d1fc98bb-e76f-4670-b40e-ed2ad96d52b7,792,210,8
540b5b30-7deb-4db4-a627-6a0df5384293,195,221,6
fbbd8d59-94d8-405e-b71e-863ec6a8dcfc,981,7,2
4164f00a-12cb-45c2-86e4-615cac7288a2,652,201,1
69b0d859-7a9c-4d72-86ed-8f852dd1a673,444,205,5
ccd28c80-2b33-4208-b561-392c5c928dab,515,80,7
64d1b611-f703-4ad3-ab27-abfe3b969c15,78,98,9
7450988f-9218-40c3-aacf-13fb5b5a0402,315,107,7
53fa5f2c-cb47-4cef-8381-9910b477d0e5,613,324,6
8be45602-2c45-4916-8339-51bb1ff6299b,791,391,7
52a185a6-e0a1-4ca4-a8a1-b9b98cb123b1,747,14,5
df4bf2d8-5b05-4acd-8d25-9da8415a58d1,23,3,3
a260dbdb-f0a4-4042-927b-479a17aa551a,81,291,2
c74b9f21-e316-4db1-8c7c-59c735fb5e6d,148,455,2
3f5ba6ff-9f1f-4af5-817b-9a0709780ea7,87,389,7
3dbdd84e-5fa2-41d6-8cff-8bfb1545e63b,984,354,1
e2053b81-a4fd-43bd-a7a8-b89992c55812,471,78,9
47e3f905-5e7a-4f04-b818-98a9fad9df93,374,215,1
809cffea-1e98-4c7b-907d-b7a9e7931284,348,323,5
7b5f4112-50b5-49d3-a7c4-4697c798aa51,536,263,3
e610734f-b9fb-4814-aa11-8d0a5887b8ca,919,26,2
bd5600d2-702f-44b4-ba95-1008045fd1af,706,94,3
76b4072a-838f-426c-9e50-1ed9d9c6b58a,339,190,8
e712212f-e338-4263-8ac4-6471c7ccc52c,860,172,8
7c4660b3-bf6d-4400-96b8-d87060366b06,728,288,5
68154283-f2c9-4b86-9988-5e297c2a5d7b,977,214,4
fa1b1881-da64-411a-9ac6-c5a560386024,404,271,5
9b3dab7e-2c26-4106-9b5a-dd08d1267a3d,370,77,1
1f86e726-4084-4216-b439-5a57f6d7cb52,395,33,6
81c02270-6610-4877-b57c-448b0b5ef367,769,422,2
701820d5-b6a9-40c4-bfae-12af4c7d5017,132,258,7
6edcaf40-253b-4e5f-b85b-4712e68de36d,12,135,4
e4178f71-69c6-4d31-a2c1-f2fa98943cb5,244,315,9
ac2b0184-8306-40bc-a131-5e82ece51d7e,846,117,1
587fc45a-1bb3-48e2-8733-984925947bf1,861,40,2
4c5cb8e8-bae9-4560-ae8c-ca2e0d1e61ac,435,205,2
77ed316e-39ee-4264-b4d8-2607da5a0594,976,49,3
b315548a-d3bb-4c52-a8d6-6701bae157cc,568,459,8
eec0c9c9-9218-4296-ae61-8f0379a16672,160,242,6
dd0ba2ff-1762-4623-8142-5004e0d8471e,361,7,8
a7ff4bd1-173f-485c-8605-31334959678e,120,157,1
a0a458b1-a5ab-4eb9-8e6a-d9da0eac8bd0,875,479,5
2c6e716e-9d0e-4f88-8a6d-d6b22803005c,395,85,6
34b3c3d6-a739-48ad-a985-5a2057cae534,616,358,5
da2a9e52-feb0-4361-a2fc-264dbf0b5db0,805,231,4
c3d10ded-aa8d-4da1-b743-a57a90a5199e,273,124,1
963d6dc5-17cd-43fc-8d10-8d9dcff83335,902,210,1
5c9a028f-6399-4b8b-b805-e248ae5f3d4b,564,470,9
d27f570c-e3cd-43dc-957d-52f5e5b16c5f,636,76,7
695e1aed-d25c-440b-8e7a-ef9302f4c01b,880,90,9
bff27129-1419-40b4-8fbd-eb372c5231f7,954,25,6
47acd0c9-94ad-48e4-b25c-aadee7e3f388,620,234,3
c07f2371-a87f-4897-8044-40cd7daf2a5b,178,303,1
4459a243-178d-457f-a040-e43d64c13b7e,500,41,5
082aea44-bd53-43e7-a18b-70b25c6e3335,272,49,5
974d161b-2fc4-4b65-812b-99e7f3aeedaa,943,493,7
c5bb422d-8dfa-445f-a732-b66bb03d2d58,157,226,6
eeda2390-25ca-43ac-99f9-1de80d05c717,240,238,2
d3e0bb59-0c35-4ca7-9705-13b6307dd9fd,858,389,7
74f6e6ef-f73d-4ec5-8b5c-00cce5356b24,279,315,4
0685a4fa-6dbc-4638-b5b4-3b1fff3eb5a4,434,6,4
fb08f730-c2bf-479e-833b-09a8dd8a66ec,351,457,4
80086419-e26f-4816-b2ff-06dccecf730f,156,417,3
3b21ff90-aff6-4404-9042-df56aa97a66f,110,334,6
89b1cc51-23ca-4dd6-a0c6-9d36017f7da5,142,462,7
7437c085-d477-4ba3-a810-78b07b9991de,166,9,8
dfcee95c-bb7b-4be7-8d26-213046be616a,786,350,7
a04aa1e7-089c-4b5b-85dc-008a5ec73505,151,341,4
7bee6a14-d3d2-4658-9180-9a0362731ccf,666,120,6
d273d9d9-fe7c-4188-9b7d-bc968289d762,973,7,1
0096b7f9-7340-456b-85be-7efe09fa3893,879,254,6
587a74e1-f450-4c08-a649-59b6b6f20e1c,69,288,6
af369f01-d546-45ef-b567-cc61f503b556,532,324,3
85c73512-a9c5-4549-befb-19134e493cef,871,272,5
0e52fb17-f966-4178-9a7d-0721f84674a8,978,328,3
71abe00e-cf61-41f4-ac0a-49f94c896d4e,782,144,6
ed133024-0475-4b2d-bdb0-440fca4a9c6a,373,216,2
30ece808-ccbc-4b01-b282-70ed6d5a615a,62,212,2
8f9293b4-2431-4d71-9462-6f086c98eb64,367,243,7
7cd2e6b4-8975-414e-a239-1bfe461995c4,765,438,3
89394820-49f8-40bc-ab15-f1b4de54baaa,981,59,2
9a852efb-6cf5-4a1c-90ba-f47b73d6fd13,916,30,5
75a6c4ee-5f78-42d9-abbf-113195865809,948,347,6
e13c955c-1991-4f54-8bef-8c14153e6b15,32,72,9
d60e44c6-aa23-431e-8ff4-bfb9a7811ac3,512,286,6
6bce661d-3c97-4779-9098-0d60bf127d41,403,7,8
1db95044-3518-4dc2-b1eb-e6ebb9f6fff1,294,140,9
89fe37e7-c8ba-47ca-a88c-22e210d2efba,790,66,7
f5317db9-0f79-4ae0-a76f-8d3548f7c6bd,540,353,9
00ff5006-8c8f-4125-820a-efe52be46636,668,478,6
1af73b1d-2996-404e-b198-26d537100006,15,79,9
8b7a0ffd-7b9f-4009-9a87-7e59e8ff6426,486,154,8
baed71f9-9e6f-46f6-a15e-6956ee54a4ae,114,257,9
beec2d29-dc33-42b5-b320-87e7170f3285,825,414,9
983aac71-0ff6-4941-a48b-8c775810cb2a,996,229,2
790bca6b-d495-4eda-bbfa-0ebc16a099d1,428,99,5
d58471de-c284-403a-91a0-86fc8bb7345b,362,330,1
b33d46fe-6be1-46f4-b7e2-7d27362eaaac,377,176,2
f7391469-95c2-4884-8500-eef842c12bf7,857,337,7
33f02282-e0a3-40f3-9475-a35771e7b597,787,391,3
2778c970-80bd-4ff7-b7e1-f6f1170fa0df,643,191,5
ea505009-adb3-4624-b2f7-1a6830bc6b8e,780,453,3
57f73117-0e18-49e7-a151-0cbc1683c629,970,195,2
028c8975-ec08-415f-896e-891b64b876f1,62,465,1
5ea71c87-3055-4f7a-893c-e8b5c4c107e0,926,376,3
f29aee57-7f5a-4f8d-9b80-ef2637796993,670,436,8
15394934-7ac6-4d09-a2d0-caf1964997c2,434,375,5
25838ef6-69a6-4528-8c4f-8014c8985743,372,386,6
c6701640-af4c-46ef-a003-4980ad6b38c7,161,42,1
14de15b3-02b6-46e0-8dea-cdfb2e0ff914,666,2,7
3eb8b0c7-9341-433f-9497-8f18f9ebff50,329,73,4
48fbad55-daf7-4666-a364-3118bc87468e,799,204,2
49980b20-22fc-44bc-a015-e6b0fb6047c7,908,44,8
c3a80a04-a13d-4296-b825-e1b1cfe02f0b,791,18,5
12c4c6c1-333e-4dec-a63f-7721c5d2e7d2,478,24,9
b8d76980-0b98-4248-b4e7-673b55a2c636,910,429,3
2c782e07-04af-4bd0-9573-aee09f1397f1,868,145,5
dc44cec7-fc00-42a8-9f6b-de2543b430b5,748,206,2
17bf4d56-af9d-4ade-b753-5a0e6ebdd1c5,410,105,6
68218bb4-cb80-4c80-80ce-93aeda4cb67b,983,372,8
431aef0b-31ad-4a74-87c6-a06ebfc74d2a,437,41,7
4e130b46-7762-42ea-9afd-ca6337dcd6a1,283,445,6
76ff4bff-3ad2-4892-8b3a-20d992cdab1b,404,226,8
7846a841-cc50-479b-914a-662411335296,534,10,7
2ca19bd1-52f2-4056-b6e5-5f7d45650d85,530,279,5
bc2f65c8-ef8d-4f2f-943d-f07359e03e94,111,254,8
3aa4331c-8326-401b-af40-3d6cc2e3cad9,686,194,5
87e46b48-990b-4c74-8802-0770567b8280,384,415,4
76d02894-ba96-46ae-88ac-a25fb7c94b20,645,86,3
f80aa554-d04c-4351-892f-f573d1c67daf,919,460,5
1edcf71b-96ac-4e64-b843-4fd412c20c63,890,255,4
ec67b9a3-73e3-4098-9429-1794e852c85f,183,16,5
01d211bf-0481-411c-8a3f-72b71f0f1a87,424,433,9
37afef3d-5bc2-4eab-9304-fa125e0a668e,989,494,2
3a2ae078-92c6-4211-b404-2bd445873238,857,99,6
d4b91a88-5eff-468d-b345-4829c67adf80,74,269,4
96415a34-eeaf-4e90-80e9-c894bc172d50,802,396,9
fdad5f01-18a0-486d-ab43-b520a16b5814,695,309,2
930112fb-c8f9-4bbe-b241-4238736a8790,338,499,8
2d251733-ea19-4ffd-9da5-429fc1bd2ec3,867,456,1
1b134283-43b7-4d6a-99c6-f7edfe9a02c8,869,476,9
b127e047-2546-4a9d-8545-a91fb07073c2,939,240,7
67f08d80-729f-4fac-b263-03fcb9ab4a64,485,447,6
62fd9571-8498-4b90-9bdb-1aa9cb456169,362,270,2
f6143c72-e588-4005-9136-9848ff03ec2a,925,158,8
d5f0ea73-e4af-47e3-ae49-a0effdeea551,848,486,3
63e5b2d2-139d-4ccc-b3ec-2916700a02ad,690,11,2
880a3b23-862a-4c9e-b0a9-73a90e320016,202,489,4
9a2dd060-dbae-44d1-bad1-ebcbeed08b31,67,273,6
58a2bae4-b1e5-4bb5-8aff-41d5fed9038f,158,17,8
65ad7a89-db62-4984-a2e3-c174a4d0fa87,777,286,2
7637692f-4068-4e5e-ae57-5abf2e77c26a,283,280,6
6657a42c-2bd3-48f1-a857-492551203930,172,100,9
339066ee-3445-4277-9614-b4659fa33867,878,378,5
64f0414e-d254-46e2-b3b2-01d3cefa458b,848,178,4
f8e3ce67-1f60-46b0-8a96-87a32c2d719f,295,241,9
1ec70ad7-2eaa-46d0-9225-e2243f27b40e,909,361,3
16f97596-4286-49a6-bc19-8c378073acbb,407,444,4
5c646034-cce9-47ff-87c3-81674f9a643f,168,15,2
f0378c00-b0d6-4c32-939b-1db510691be9,255,171,2
974c052a-2dd7-46dd-b436-be642ce87994,816,475,3
5657fc77-9508-4931-8494-c2e42b89e027,964,464,8
f8629bb1-2185-40ae-9ed9-6d04c2919316,630,44,9
28dc3a1e-d5b8-43e7-99b8-65b823530ebe,177,361,7
d462569d-c8ca-44f9-a131-ab9e59794c18,208,497,7
a3086c88-34b3-466b-a7a7-f9e08bdff6a6,172,231,7
02be56d7-4536-4884-87d4-b57f84a758fe,333,5,5
c177810c-20bc-45dd-8090-bc9e3e5227b0,832,138,8
820ce610-1eb5-48e6-9e67-7fa72ac12f6d,562,40,5
59748222-d615-4ac2-ba79-44ec0a092035,616,196,9
9a3eb372-bd83-451c-bf4e-fd4518528ece,595,210,7
62491331-18fd-4401-9f38-c8c34886f144,133,263,4
da4e7e68-15a4-4214-a5c0-a7b0f7261fdf,664,346,5
ee211f26-d117-41db-992c-249272e8ebc5,257,43,6
ade7d133-875a-46d6-9aad-64ced08ce6c5,972,360,7
c544549d-5d89-4777-b426-3d932ea2afae,278,324,7
7131b3e1-46be-4241-bd50-e840a332a8d9,935,79,6
d7ec70a5-519d-4d15-b7b2-67c9b0d111fb,928,44,4
19fb648f-bbd6-474c-b0e5-fa9b1d972d83,884,219,6
1255229b-411e-4f83-b295-f49b00c1b863,635,454,9
d4922cb4-2200-450f-a956-044d328d69b7,522,107,1
3585ff83-db34-489a-8a56-f1a11bc7d5af,277,363,3
53e4e6f9-926c-414c-91ce-b3d684e3c56e,633,427,8
ce895ece-419f-4333-8826-cd18ffccffee,20,118,7
e20675f6-5a91-4a3b-bad7-69a16b07a498,485,241,4
e334ad4e-4221-4182-a901-9727c7398c54,400,122,3
1e964d23-797c-4b66-b8ff-56292b915a50,759,286,5
7246c929-65fb-428c-8901-eb228283df49,168,490,2
9492721e-6f0b-43ef-9033-bc42cce3e40c,292,363,3
77ed70e4-b3cb-44a1-9744-f88a5bab2625,178,117,1
a1a3e887-40cb-4fb7-8178-d4c054e0992a,96,109,5
94a4d703-4942-4be2-96d5-eb043e604fed,595,60,3
e4a2dd84-f1fb-4a0d-9d88-4a87c098e152,241,42,9
e43b6587-a0e3-4113-9e06-ba95bca0b30a,159,344,6
517e658f-3a20-49d5-976b-452aff4bef1b,583,80,3
7e1603c5-518d-46ec-9765-5b9cd6a04f70,724,349,5
8938bb55-e06f-47ab-a001-87030f24337e,883,9,5
c88cc893-2f25-4671-991e-acfb8f7f37b6,381,473,4
0b93314d-3229-4330-81e2-3079ff9afbd6,864,232,5
d57ae44e-2deb-4be6-b674-37f424490f12,265,41,2
f1ded55d-7d17-440b-90d2-c8912b14c127,515,182,3
06aeb419-558c-4a6e-94af-f3b984b58d80,526,476,5
ac337f5b-c21f-4be4-8204-b894e0871086,180,211,9
a24ae8d0-c17c-4ebc-89b5-ca69136a78f2,233,70,7
6d86eb61-8c72-4f3d-bd72-ebfa8c23bdfb,979,500,7
d835a5ee-1b00-497e-92fd-8455a122b1da,1000,171,9
e3e45281-556c-4a90-8cbf-d94b83986123,576,151,5
39e9a1f6-0c7b-4272-9a4c-1586fa1b6d54,923,74,1
4dac8fd1-7cf3-4183-a1d8-6d35cc871b35,950,127,5
c477be54-f8ed-4039-958e-1d58c8f13083,501,178,7
4f8bbf15-330a-4e89-9a50-05ded12c97fd,503,235,6
66be82db-507d-448e-8591-fad78e0f4d67,595,412,5
d97d6f90-6643-4fb8-8dcf-fa31fcf97604,309,463,4
ef992bff-5697-40b3-aef3-26b623bc1fae,646,348,3
ba0c0dc5-00be-4eb1-91da-2732ad6c5efc,671,149,9
cbd8472d-c8dc-477d-95dc-8c76c18b13e7,920,498,4
b43aecba-c2e4-4975-b345-65c6c8c222f5,504,257,4
9f34dea0-5ada-4031-baa3-1655efc980c8,205,107,2
e1d4670f-6d0e-47b5-bffe-bfac9d50432a,31,194,6
332e2518-9f43-41b0-b807-fa71bedd42dc,451,339,2
aa5b315a-a40b-41da-948c-11ffdb32ffe9,900,251,3
7a6a7510-9a37-46d9-887a-45ae32561238,520,90,8
c000c7cd-9f31-4a10-933d-60c03fbf094d,915,275,5
b9244e80-df03-4efa-955f-a5ac4beebfb0,796,45,5
92c07ccc-4e43-46b4-9a1a-6f9dee8042d1,460,112,1
83c0bd82-feee-4333-8c3a-72aedc73c923,199,320,8
df3e66cc-af9a-4cfa-b886-f3c17973d13b,46,403,2
10a7888c-d6b4-41d2-a625-d5aca21b38b5,934,66,6
03f24727-4348-4234-bf53-17917c2a6762,300,279,4
d7ba1af2-b39d-4dc6-8b6f-f041f9fa6aa6,776,17,8
97dd38b9-c75f-4180-8c53-7c4aeca32c18,730,89,6
e9a17861-5184-4955-b73a-54e78ddb42b9,685,235,1
99c0feb7-ac07-4d73-928d-042df469bfcc,520,494,4
a7e929b1-5715-4217-9043-7ba78982860f,997,239,8
b5065249-3329-48e2-81ef-a07210ce6ede,319,309,2
a4f3fe14-427c-46ea-922c-eb49753bf30c,817,423,7
63d8d60c-a024-4626-aaa8-3a30d740de9a,573,186,4
abf0e16c-f128-43ac-a572-2a2734bfde8e,207,302,9
d641c2ec-f8e6-47fb-a7da-8d58ce5e60be,952,336,1
5d189654-1e89-4d1a-bc9b-3fec06b28cd8,520,4,1
4789e0dc-6385-4ec5-bd28-e3e53c0690ae,690,18,2
b3cf7ae2-4009-49ae-a3ad-7eb5ab708235,317,173,8
419296b8-9def-4d76-b6b3-b1194057fb90,207,364,9
0f543e98-4e9a-4043-8688-86f4e9f973ce,109,428,6
fc53f738-4ec0-4d7a-b816-7e45d942dad5,41,347,7
5ac41bc1-60cb-48b3-90f6-1bd055d056d1,298,62,2
c68cab1b-3991-45d6-ad50-f7f2af889686,654,218,6
2a67fddc-7202-4086-8a40-08daf9a11fee,817,310,9
2cef6dec-6c3b-42f7-8c57-db83afed290a,975,151,9
6e97ce37-e9be-47f1-be8f-25416334254c,427,227,8
1069dd7b-cbed-4abc-87f0-49809903141a,429,421,6
c818297d-4e36-4884-b0c1-4586b7554c03,252,160,9
eb810739-ce00-43e4-9dd2-c62857854f07,62,335,2
131f078b-628b-47c0-b1f7-ce997a4f16c3,680,428,1
c6492ae5-5006-4232-acf0-1d0c844ab602,820,36,7
524c5c65-dd3b-4b4b-87f1-390acb70c752,130,4,1
9df11029-0937-49f6-aa0d-a485233dafab,158,450,9
f38fe0c0-0d1e-43a8-9811-53689a29a170,312,247,1
3825d187-7ace-4b0e-bb57-b1439d093b55,620,384,2
75f21866-7f8d-4907-a10d-9981e1d707f5,153,7,5
090251cc-d7e7-492f-be35-b4b4bc217588,138,332,8
aac4e80a-b4f9-4b5d-8884-7b24b1dfc6c9,642,255,9
a8c5fd5f-5674-4fac-93bc-96ce341e7918,659,211,3
f084fcf3-76d3-4bab-917e-56f34cb15fa9,572,99,9
38e7459b-b3fe-41e1-8d78-82119fd320d5,970,66,2
22743eb7-135b-433f-8e82-62a74c88efcc,149,44,8
7de81add-2a17-40af-9e08-faac9a0e4a3c,251,289,8
05dffc4e-d282-4bd7-9948-b087edccd3e3,671,183,3
78e1e09f-59f0-4872-bf9a-bf7068159c34,548,344,7
418fc80d-28db-4e85-9518-b3343d423d37,991,449,2
d93f1a1a-f493-4928-8556-d90b4ba3b2ca,537,61,9
d111fd86-2494-4c04-b193-f3ff0d0881c4,407,262,8
b74dd0c8-9e59-483e-a2aa-058c258aad94,108,380,4
0a0327ed-2078-4d0e-97a1-3d6318612589,495,95,7
615596c7-d9e9-4299-a177-b9625a030ba2,748,448,9
03bafb48-80fc-4305-9871-88341b79e9f4,385,106,3
a72f61f2-1752-4670-967a-2a4e9c705bb0,208,168,4
b29fa6b7-957f-4749-a6cd-3e81316280a0,10,59,2
fe6b13dd-7385-4c82-a33f-5688dd32c148,780,39,2
e162db96-51b6-496f-814e-56fbc7d636b5,305,454,1
