Transaction_ID,Customer_ID,Product_ID,Quantity
1c1553ec-b206-48d6-97a5-2bb8631df31a,806,33,2
4635894b-3c87-4531-b36e-ab17927e9958,40,10,2
03b8d54b-6338-4442-8373-f3f21172fcd8,547,370,2
6e6b6288-bb85-4236-b9c8-c84aa0bb1d1f,311,425,4
38f036ca-88f7-4170-afa2-7538e545a618,391,125,8
8e47ffd9-0916-4726-abb6-34fc506becb1,485,319,5
dfbfe4a4-2039-4290-ab16-a9a3f4c3b458,876,491,9
71ca59d9-2c40-48a4-ad6a-f7d4653b7598,700,344,9
268abf32-4c5f-4b96-ba77-e1024a591513,661,317,8
0a931b32-da45-4e61-bf54-ceb7f22fcfb0,887,341,2
5037d870-fe70-45bf-afb6-4a912426c517,941,178,8
f2553b99-465d-4005-94cf-d1cddc145475,311,355,9
a2dcddbc-e022-472c-b292-3cc35c4e3fee,16,381,6
6e13d690-1ace-44ee-a469-4a10a0fbace6,411,115,1
a4e69c49-6356-4a1f-9914-80df85f7a02c,4,380,4
53d521c7-2d8b-454e-b8c7-2061b385c059,409,193,8
0de13786-4733-4b21-a35a-9b890df2694c,320,303,9
0fd32dc8-532f-436f-b226-e6890462def9,257,284,7
368cb4a0-5bb2-4f6b-9c09-f7544a6117e6,789,229,1
ae987455-e638-4b85-b593-5c38634efdb1,532,158,1
a2bcfbc2-bdb4-403a-8825-132a1ff19f03,188,175,7
d74faa70-0ac0-48e8-b417-e489c7338af0,549,477,1
d1de9d04-1f1b-466b-8c78-1a1253b49cfa,296,16,9
7f08ed07-d710-4666-b776-af67d0cb05c8,774,95,4
73b5df55-78eb-4440-a178-41eff672a802,96,486,9
247b3dd8-ce2d-490b-9a3d-8a23142a429a,725,340,8
fb6d676a-e884-44e4-9977-800850fe20cd,877,248,1
659758de-6f90-41c5-9ef9-f719f1c5b8be,679,21,1
303b8057-df7f-419e-a6a9-920d605a36cf,698,332,9
7ffe368d-4b2a-4392-b468-7e84c9929b00,901,154,3
9cde6078-8300-48e2-adeb-19aa58274087,424,15,7
02b54cb8-9cef-4450-baf7-ce8b69105138,204,183,7
abcfac94-a074-4822-9ed8-0efbcdfa51a7,28,378,7
4fe50a22-922c-46d1-8a33-07ca4bffd92a,986,69,4
4962c6b9-e16a-4f84-aa1d-f37d9023e036,228,83,3
93def4c9-fdb0-47a8-9e6b-162b105df0bb,792,463,1
88e26335-7d60-473c-84a2-a57f6ce44247,585,123,1
f23dfebf-f32b-432e-b43b-15d814bbb199,589,275,3
62d3f6ab-bebe-4690-82e6-c40c36036be8,199,140,8
ad281f8d-e5c3-44c8-a08e-4e6765ea86d8,118,244,3
dd3d5465-b7ba-43ad-b867-c71ab1b41e54,763,226,5
95b1a85f-2b47-4926-adc4-c240443f9054,218,207,5
98a93670-3d1a-4ecf-b62b-570a0e66f31b,370,321,1
403d652b-a5d0-4e83-8239-1dddaf20e5f5,827,87,1
213606e1-e31e-4610-93ae-b1cd8a9e3e58,13,104,7
9de8d603-009a-4783-b94b-2415ab811e10,743,242,8
4caa7e97-8442-43f1-97d8-d0cf8a38c14b,250,381,5
57895e15-9dcb-428c-8c71-d416a3f8820c,326,357,2
936dcfc1-b3ba-4a79-81da-7e5c07859502,945,206,3
2b75602e-1a56-4292-a0fe-16d0ebe6b5b8,766,317,4
523a61fd-902e-4db7-ab12-d95f0a163c3c,69,365,5
a68d1787-3749-4021-b8da-9eb460675390,618,222,5
b2364128-0152-44fb-af3a-ae3a4db73c32,799,61,8
0d6074ce-551e-4add-9ded-d5ac0e7684a1,439,451,4
7c2fc4a5-0e0a-468e-9fd6-ba7303a21770,827,284,8
0b4be1ae-72e1-41da-8357-6bcc4dc82cab,611,29,6
c0771526-38a5-4892-b19d-ea7c08e534dc,465,92,1
e2aad1c0-641b-4858-9613-7a82c53f7247,966,116,3
63b548e4-5938-4525-8f6e-3232de591243,633,202,2
8ff70595-e2a8-4004-8807-3bd0c752967b,514,246,5
71f91d55-7257-4977-99a4-9ee886efefca,502,321,4
e5e3f726-705c-4feb-a70e-575e0ba5299f,648,314,9
3d4d6c0d-5497-4484-bef8-cb2797a185d2,9,343,8
50e0d7cb-f32b-4006-9a39-237df6b5148b,489,492,8
b2f187bd-c762-4812-b64b-e200a7fee352,365,193,6
93f04441-d6c5-40d5-842a-901641bc76f3,26,272,4
fe57d537-9282-4b35-a8e1-73ee5eb14c58,271,23,9
8aef0b10-3f59-410d-9f71-6765ed32a153,120,76,6
874facb8-9e6b-4ab5-9bf8-2889253a0464,599,205,2
ca18eb4b-a90e-48de-b7cc-0d4c5675eebd,358,369,5
dfcf3c19-0fce-4f51-8328-552f5552265d,775,376,1
17212726-10e3-426f-903b-b4705c346236,551,404,9
a482e16c-7dc7-45bc-b4c6-db8b3d043b7e,220,337,1
feec9b31-e709-4178-a766-32c003a10812,930,106,9
d039fe9c-1d49-4ca1-82d4-5a8bb3f18428,509,322,6
cf33a5dd-c846-4df4-8c4c-9d923faa5d28,837,70,1
bf1972c9-94cc-4e06-8d74-15124ef6343f,83,416,2
48e9a1c9-978f-4b0f-9de5-47abd2f751d4,207,166,7
856b4d25-ee02-4829-8bf1-6d560ffc98c3,784,66,5
2b35632c-2c63-4546-a15d-11ea02064b9b,402,155,2
b7e92d34-cd51-45e1-ad45-0922d0a8dd5b,989,332,4
5f5633d3-3aa2-455e-b443-ac160d7719d3,245,379,3
01e74122-234c-46cc-add0-4bcee3106f87,147,491,9
89ce01ed-eb0b-4568-8c96-6b1677cec39e,658,73,1
4ec2ebd6-1123-4398-923e-be128edcb83c,347,352,3
7f5b5697-9f9b-49b9-b7c8-fb012d75c90a,524,362,8
cbcb7a7b-ffc1-4b2e-91d0-7973c5e72747,829,100,4
9dd2177d-b5a4-4be4-8ad8-120d59857840,608,140,4
98fb335e-c18e-4a47-abbe-c4e4bb85b86c,760,177,2
1fc6b11d-23fb-4237-a311-32e3a6bdf769,746,406,4
6ceb91e3-a1a4-420b-8e8f-34f0ebb97604,654,446,1
2b5e462d-27d6-42db-b654-5301c0406fb9,684,237,2
2686cd28-8501-4fa9-aaac-2b9f7988dbe4,907,51,2
9d81717e-9af0-4654-8693-60589aaebd65,601,205,5
142de734-bb95-4eba-88b4-25be89e3a112,422,483,4
b7a187cf-63e2-42e9-98fc-869b7ed0ec15,143,499,5
21025a37-9b7f-4725-9131-4a8f66d6334e,682,500,9
67fea410-fcfe-4254-9c7e-5da7ff36c064,542,319,8
9adb4ab2-90fe-4ca5-810e-45cd50a0e60a,480,489,7
2be7482f-d490-468e-a116-b66735478f48,254,46,2
56a188c4-fe7b-43bf-9e0d-c8c5a605f6e1,665,466,5
366cde61-dfac-4c42-857c-6b50d8c6e65f,573,474,7
e8f17b38-cc8e-4e50-9658-fd469149e113,949,165,6
5d81e962-8de6-4de6-9f97-d71a066c02c0,709,256,4
611ec316-a5c9-4246-b457-d40f418e75be,720,443,5
f2b19730-4c67-4fd7-8652-3b661a2ddec4,674,363,2
4618e749-920e-45a2-b0b0-a6b414658553,48,458,9
59d9e54f-89a9-4efc-bc35-c0b9af335936,327,463,4
fc27b097-3f96-4468-946c-c825f3d57412,995,104,1
c4600f94-a57c-4f80-bdf1-ba42a505b20a,745,203,7
5bf35ca1-9e0c-4e12-942e-1dd5f336932b,128,397,2
4074e456-f011-4151-896f-b394a7094e53,236,340,5
d29fd1ea-da38-4503-8480-83e0f18187d2,866,371,4
55b28aea-e8c2-4092-b84d-70c4c2771f3f,304,398,2
afcb4edc-f844-45eb-865e-949f727cd5b0,927,97,3
9bb45373-638b-410c-b262-9a70d431a021,978,165,1
601699fe-3587-4284-908f-183d587dc93e,633,181,5
e4868798-db6d-40b6-9bc9-d2389a2f4017,763,126,2
7a702c40-dd24-4028-bab3-16591fab4583,646,407,9
e94c7d1a-d3dc-4fd9-8143-734d11ca51eb,222,480,9
0e5f53df-6ad0-45bd-b2c1-943d9197f3a8,147,451,6
09fca6dd-3b68-4dc4-bc76-8dce7002779c,188,316,9
c655f29a-dda8-4f8a-b013-2202fcd4ce76,457,124,7
a6f6c447-0a54-4ba1-bf95-c39616d4fdea,247,151,5
1cc28c87-9ce7-426e-a58f-0218cd5bda22,921,234,4
183a2f2d-0312-48cd-beaa-701b0aa84b8c,261,381,7
d0b1ebe6-3f0d-498a-8bdd-9e3898639e53,914,266,1
0cb4894d-4c44-46e0-a85d-ba4cfa9c0b82,677,462,9
b9df7e90-50dc-4c9e-a8ff-d7f7bee46c28,561,487,3
dcdbc0d5-0752-4768-a93b-ae20d304998a,6,389,8
4e3ce12f-3621-486e-a3c2-dcb785517524,146,253,1
eb9e7297-c98a-46fd-b339-81301f79e56d,448,250,5
f806dee8-a0f6-4662-8074-6186d6149c12,526,197,5
50a4b5f8-6db8-4e30-be52-b7f1aa3fcdee,316,150,9
a38a12a7-4e33-4d6a-a9c3-f99bc3bcf2bc,916,44,1
3e475f1f-485e-4ece-93b2-56979c7a698e,281,146,3
9acf6c32-b031-40f0-a6aa-78554023af67,98,496,7
331bbb8f-def1-42c8-8605-98c36b85ac7c,980,497,7
0615f5e8-ace1-4efb-b9c9-d8fc73df258e,612,9,7
d7d96637-8ac8-46d3-b59c-a0a55dd7bb62,802,155,7
b70f4d1b-c6a4-4d70-b9fb-331f8007eece,594,415,8
105df221-9136-4d05-be60-84ad0dd81f68,839,63,3
6e4f4836-d3bf-404e-bc3d-943e6c1ca655,648,44,1
0cb2f5f4-691a-42b4-8918-c11ab12053fb,22,474,3
adca9977-b257-448d-b019-562f5e974578,485,255,6
3ad084cb-bff2-4335-89d8-a4ef871621dc,648,487,3
d03cdb05-8c07-41d1-8193-42a824615819,837,175,4
07d3eb0f-537c-4935-992b-00ea3cff6d7e,987,387,1
709ff651-e7df-43c4-8b7a-a6e68f9ecc00,523,361,3
09735660-872e-41dd-a617-36a7838123f5,872,481,8
d6520094-84fc-4bd0-8788-89e6b7edc7ef,295,300,7
b89bb76e-97fd-46d5-9858-794f126d7723,256,194,2
12934931-6304-4dd3-9132-87e2f89c24ee,338,433,4
930393f6-ff18-44ac-8055-99c7b8298d8c,40,144,3
9c49abc4-75b7-4d8a-a868-810239f8fe64,301,445,2
dafe24f8-d66f-4355-8ed3-854d89ee39d0,474,350,3
7aab2362-c07f-47dd-8540-534efa04a740,927,172,6
7224869a-b404-4591-804e-e1541bd8c701,583,188,9
94728b6b-e057-4cb5-9fea-a30a3f999d18,495,337,4
430bdb9b-bcdf-407e-b043-21c94913f270,784,352,1
69943146-ec7c-4a79-ac43-9e162329a7a1,494,130,6
5a48d8b6-3e2b-425b-adcb-db6bde0315b7,452,74,7
d07164fb-0a9f-47ac-a1e9-c28b95d501f2,338,370,3
32b63339-6a37-45f3-b0bc-9725171976dd,268,268,1
9cdd120a-90d4-4a4d-99bd-c1533a564d00,525,293,2
596c9b55-1b7a-444a-85e0-f1096dee236c,650,489,5
44c6ba76-60fb-45a0-9a19-55908f5a3a1a,238,468,7
2c8ef9d3-ccae-4778-b65f-c7a210f9829d,849,183,5
bf2d5d7f-53c9-445b-9c19-17c6a51f4c66,92,60,4
6451cd02-a888-4d9f-bb82-8b48e2403c98,151,324,5
d52ca2b5-ca67-4d2b-8425-42aba82fd6ae,836,156,5
9b69b206-4127-4ac6-994b-80945132bdf5,263,96,5
c065ba9c-2929-473c-b25f-301d622f50e7,390,37,6
664c7740-f5f7-473f-9116-a11ae2d0e68b,692,350,3
0a7a6962-60a5-45b4-b36c-ed7565d7dfe2,306,81,5
27ec5f1e-bddf-4593-bf0b-3898f8a002cc,572,424,7
3b82d4d2-f306-4d46-8e8f-089b59d711e1,660,366,3
12acbb73-08e3-4d9b-a54a-51f521c8bfb4,921,192,6
ff79d5fc-465a-4045-b5a6-f3aac4de79cf,248,59,5
3f51545a-7220-430f-8a2a-568c8c96ca4e,228,371,4
0bceeaf7-fece-4144-9f33-6ecf0979496c,493,77,9
863a7242-9513-4c8a-8c09-d757375f6cbe,50,498,1
302d8c22-d022-442d-914c-b651b62a5b4a,611,207,9
d1493170-d06d-4ece-a39c-afb6f7fe0aae,404,441,7
b5048b0f-396b-4b68-90d9-94eda7364b98,568,27,5
5eb5b337-edb7-48b1-a816-09d0ae6f0f36,788,48,2
80142f96-4343-4df1-8615-e1250a283190,364,171,5
f98e599a-1b28-4730-ac05-b9dfbb00eeec,928,78,7
bcc7be8b-1529-4a00-a91a-694217ff4e1a,996,53,9
4b813502-e337-4b06-9d13-fa40b23f3a62,867,212,1
bee7e6d5-e66e-430b-9059-f90864a0f823,147,104,6
d4f6156a-2cfa-44d2-8dd6-434e5a997102,652,242,5
6ef1066a-19a3-4852-9caa-dd1ff8111994,389,35,4
067c953f-704d-45cd-8881-2fc123180c92,917,326,2
c4845ff0-d7a3-441f-93c7-87eb151d3072,668,426,6
a995548a-65b4-4739-9199-2e0d22956e4c,183,107,9
0b5455fc-2fc8-4fce-b226-78d0a327d176,856,24,6
824561ee-a4c0-4ed4-a9d6-4fe1ace4531b,396,270,6
ed50d5a9-afba-4032-88f2-f2c81c813411,8,456,2
4a0a82a6-3709-4d96-84cf-619830ff1a1c,393,135,7
b8c30509-e61c-463b-9116-254437eb5d64,872,410,4
726f366d-8682-4069-810f-9ddaa87c50fe,266,120,3
6615ca79-d717-4819-a51d-4935f8142d4c,361,177,4
6c8e8b94-d151-4f6d-be33-6ff11a82a59c,987,6,7
d002b46f-528f-4ef7-886a-16cabc68bc5b,913,315,2
f069a9c9-96aa-47c8-b83d-833edccb1b6f,135,416,9
aeb031c7-c9fa-48f9-9384-ac5a84ea0f9c,898,112,2
330e83b4-1e19-4cd2-81ae-5fd77102a318,351,38,7
7bb328fb-1101-470f-af65-0ccf2d4e26b2,830,321,2
48136a31-4956-4b1a-9bc3-1ba910d72ce7,736,399,2
4ce9f2b2-191a-4870-a52f-d2e7a2dc8be9,153,374,2
63a803d9-b659-4c5c-92a5-14f09e8753e6,76,334,8
2af4e12f-081f-4adf-96df-247f81dc52f4,929,68,5
f87c8461-ef25-4c3c-baa0-c63c95cf2fbf,965,378,4
6fe7a047-9ece-493d-9f77-0acc867b976b,909,32,7
4eb367ae-3d71-40d5-88be-8f13ff3d9f6b,215,75,8
90a6afbf-4fa5-44c7-90e4-386c1732f1f2,920,189,3
24295ddc-1108-49ad-9643-21701941f146,907,268,3
4a5f2cfc-7211-4115-ad58-9f3d6f8ffafe,682,33,9
002b7390-77b6-4a02-add4-cc60ba9ea50d,275,208,6
0ab3a8cb-4142-4c30-b052-34b98a69d36e,524,425,1
514f8295-b1aa-4e99-bdc0-1b0fac183a2e,619,9,5
92ca82f0-95d0-412d-a339-0df74c7043fe,772,93,8
cf47db6c-a804-4a66-bd91-55d50d8d31ef,569,193,2
e3feb26b-82a6-437f-94ce-e8e6975d6d47,87,3,2
76d41097-e556-46c2-b59c-71897708d98f,35,150,6
21d0da24-b4a3-4e88-9103-3af386128a05,973,113,5
5c9d6fc2-5cca-48f1-befd-d4f374968588,1000,435,1
eb04e48f-e37c-468a-9fbc-9ad56ccd09dc,669,116,2
e1f56c5c-6b39-4f5a-bb76-054169dbc12c,846,312,3
347d2e65-6b9d-42ea-afe2-d6e32a60e479,390,269,2
7467cc90-300a-44cb-ba7c-b15c28da697c,488,338,1
bd6e7c10-5dec-4e0a-a8c6-18e1b28ca541,830,317,6
29035367-9d4e-486b-b382-000b42095caf,579,158,3
e10c0280-a0cd-4999-b56c-09711aac133c,9,167,1
5b984ac4-55d4-4334-b6dd-1abeb151e0a2,833,45,8
41b657ae-b479-43c6-adcd-99c141df97c2,567,77,7
98e55fe8-8880-46c5-b7de-5d471f26bc7a,465,293,4
1ce90f5f-727e-4f9c-bf63-56e9cfdaf28c,12,491,9
7b292044-94a3-436e-8bfc-0fa51c8b3d68,283,324,5
7033409a-3e50-4d1f-8429-824e30471014,467,153,2
5c8f0b6f-876b-4a3e-a83c-855991d5e735,712,263,2
89f989f3-681f-4e11-8ad8-a200e93c9275,230,478,9
aa0fed1b-51be-44fb-a91b-97fedec2ed5f,558,118,5
1e6ea501-3e1d-4c63-8252-34af53b035da,631,178,1
e30642c6-457c-4293-bb94-9d9fc506ffeb,884,156,5
ed816bf7-d459-47fd-8652-6d0e218cbb21,698,113,8
60dc4891-2b9d-41d6-a9f6-a0857525f6ba,991,405,9
40032d78-1b9a-4022-92ca-7c2ef9bcf4c8,617,213,2
8f609f6a-b5b1-4079-9927-3368e67258fc,22,303,9
af64b9ca-19f9-4603-a97c-450568971aee,445,121,1
465e9c0d-2bf2-4069-b481-7963b9896b86,851,24,3
36288857-36bd-47e8-9df2-e298ea0f0d37,531,73,9
593c907d-e904-429f-b2e8-520e5cadb17f,280,122,5
a7f2e6b7-4717-4ce4-94d1-6ff18ee8edbc,348,295,9
d4f22d11-8ee8-45d0-9b0f-80c976ba02ff,799,191,7
3594567d-34e2-4cf9-a32c-014c25640a38,103,11,8
fa87fcf5-3701-416e-884d-88f42fc2a162,43,321,2
5906f654-cacf-4327-8422-e3bfca06bd81,645,486,1
f4997ddb-fd70-4465-9e5b-973878322485,43,213,7
a211e752-4e76-478f-9878-4d3b0f87fbd3,652,202,1
162b2edc-3eb4-4e34-976c-e1c297603f1a,638,428,7
f61069f4-3431-4fb5-927f-b98be41ec19e,514,344,7
19e01f04-0de0-404e-bb1c-69a82adc0204,5,168,6
5129a2b3-3a3c-4db3-9fa6-1552a7410c55,324,269,9
a0febce8-856f-4361-a532-3516caec117a,949,260,8
c3a3bb8a-2a43-44b5-8eaa-8b4fd248a1d1,34,59,5
5401d426-ba55-4392-8e88-59ab1862e599,103,1,1
7dbad786-ab99-4d52-ae42-d43bf90e5ace,405,251,5
f8944c00-e9ab-4d41-bc60-f0818ff7447a,452,376,5
c8407495-06c6-4e42-a34c-77ea17ce953e,676,16,9
9d9b5a25-d403-4c0b-96df-83ca6a101259,998,213,6
e6fa7b62-e737-4152-8e14-f19e491fae9c,602,142,3
5c1f98e1-8362-40d1-8188-f7e5b652fb27,520,52,1
ad8d93c5-7628-4ec0-9931-011eb4d38154,809,26,9
aaf01521-fb96-4db9-9b45-645464414164,356,170,5
ddf49774-e6ea-4a8a-853b-026a3e53f506,196,230,4
285cbb15-5a5d-4c9d-a86e-adebea1e9518,640,426,3
a242d32e-f1e7-47fd-ae37-1dd5bf94de2d,983,230,4
db84b803-38bb-48a5-a964-cd9616565639,771,36,7
83d11460-a904-400d-8a46-32c4f4fd3c5e,500,392,1
06fa9ef8-010c-4099-b42c-ade66781e552,855,168,6
0d08769e-a4de-4d50-9a65-c480b7223fc5,666,332,4
b90ebff7-c2d2-4a46-aa0c-d81bc2123c18,530,326,7
79dd2445-a89e-44af-9087-f55e91cd0795,282,451,2
f88eef52-0094-4e6a-844a-adbe206757a9,493,154,6
9941fa46-78e5-459d-a65e-48972421464a,474,427,6
ed9dda2a-4735-41f4-897a-5629ef387e96,552,106,4
db448148-f266-48db-a58f-4112ce002da6,278,318,1
33b3bbe7-4c30-4c25-b35a-abc1e9a15ad1,275,415,7
616cd7a8-d41b-4c52-83b3-8e70e42faebd,135,491,8
f0441a59-82a9-4aa5-92f8-5542acb58611,550,248,9
0dd34f85-619a-4edf-9fd6-1a8debc12a8d,245,359,6
f0b165ef-db67-4b55-8f43-3df5d1175dd9,194,193,9
1e9396dc-8713-418b-ad28-3bcc55686485,684,330,2
df9175e4-197f-487e-adae-8f3eeeb6eec1,119,113,8
69597f17-3a2f-4731-aee6-cc5ca234bd50,816,80,2
ce4b99f6-2f32-4864-a7aa-a15aab2c51bf,849,437,5
9828aaef-e2fe-46ce-a92a-db4ce9d12660,992,170,5
ce33f2e8-1858-429d-a638-0830f0a5e742,93,14,6
440b5283-c03f-4ea0-851c-146a72fbf2a7,936,66,5
2cfd7246-a87b-4b9c-b0c8-7a55ec9706f2,932,138,8
ced93908-ac2c-4f2b-94bf-d3249e215366,733,431,1
94fa10ba-e5b4-4f25-9450-ffd92b657d5a,525,434,8
14cf76b7-1ad9-4b0f-8c9a-ce81f30ddff1,649,451,9
4a8ef549-2f25-409d-9720-32781dafe15d,261,15,5
f09f88fa-ceb8-4a2f-bd75-4cf79bde88d6,997,392,4
b6bf16ea-4358-4f0b-ad02-bfe4c0fb462b,717,470,8
2ceb9a22-a6d9-4153-8ae1-eaed4630e9ce,52,483,2
6ffb15c4-009c-48d3-a368-5bd58767aead,441,237,3
1e0f26c3-d4aa-45e6-8354-be6c20175205,216,167,3
1866dfba-8129-4bdd-bdc7-b3e2d44c62d5,437,80,5
098c2e5a-9fc1-4ccf-909a-f010301f1366,273,52,3
f7a2b841-d658-4c83-8016-2b9f3b690ff2,332,309,7
b736d5e9-ab8f-4330-b6e3-814822fd0126,212,58,9
cd5e3ea2-a9a7-4935-9b3b-a02f4c777fca,604,370,3
28143125-787b-4526-875d-bf45a4b6bb41,264,224,5
f9fa9cf8-1b27-4f04-a7af-452e30dae923,276,61,7
b3abca9a-014f-41f0-a966-5da198eca06a,675,456,9
b374ebbc-6c71-44de-8735-9a9171b556b9,854,385,3
b091c660-3876-4eba-a234-1dcc808fd339,117,23,6
821a2eda-7916-40af-8d6e-d2d47cc1c3e6,837,421,8
ffd5371a-ff89-465d-a82c-19d27590546e,210,326,7
23e75977-7ee7-49dd-918f-d79e56f66df1,9,87,7
5e4658e6-4711-4e7f-8f82-2b1cac33c242,345,62,9
88c54e73-20aa-4408-a7de-2450ab813e67,856,354,9
688e78c6-0fd5-4416-ad13-46a45a945c2c,88,463,7
7b0a98d9-1793-43c1-b69d-12bb730e9cee,262,148,8
35e84335-5705-454d-a022-a06cf15f8970,701,148,7
130c7910-e56b-493d-9bcf-705860aafa68,206,304,3
6ebde7e4-7d11-4c5d-b37f-5a25e11a08c2,480,52,9
fca9b589-9490-4d38-944a-963684e9ef3b,324,500,2
431daebb-f0f7-4717-a874-7dd607a5800f,266,304,8
029c9dab-3801-4909-a697-d1ac257daa1f,475,374,6
943f7695-002c-4f99-a1d7-ef2296bbc29a,600,393,4
08713e4b-afb8-425c-aa83-953f12ccc9a0,832,215,4
a473ab79-6207-47da-acdb-2a0cc72a38f9,946,144,1
888b58fc-ca4b-470a-91e3-ec8783471851,131,37,7
6050a47b-585e-47d1-900e-9857fb8d2313,749,328,8
a816ffd0-185e-470c-9b70-60287ab6370e,515,196,7
a6216240-cf69-4b8d-8c67-2e1133e67eef,805,284,3
1dc13e2b-3897-4996-9f00-a5ba4a42e559,593,348,4
73f7b2c6-aa8e-4a16-adc0-19efc710971b,737,271,6
41c9b9e8-f9bd-46ee-a9bb-19a0b1f52d7d,4,47,7
22ab5977-394c-461a-bb87-60cea3418cc3,495,452,1
69b1ec2a-6a76-4f15-9d61-1dade0c2d6c8,374,353,2
ac5d0e96-8b41-459a-b573-d84dc1175c76,530,124,5
20fe390f-8d0d-4137-8ec1-8111ae290b0d,3,129,6
3162fb70-7ae3-47ff-a3a7-f2fb11ca6a24,934,158,1
7de0df22-6515-4c43-8920-e3f304d70f8f,296,51,2
43e0163c-d364-4336-b368-a68c72d64fc5,804,353,9
b5fef0d8-e428-4467-a62c-e655cd5cf3d6,510,394,8
dc51eb0d-49d7-48d3-8eb9-f9f0ad92b198,333,87,4
4a4f3da0-018c-4ddb-bce8-9516fd399a7c,772,134,7
a876e916-ea1d-4910-a035-58a0d0402159,27,179,4
161c672f-e1a2-433a-8e6a-920acffd6dbc,164,466,5
752746bf-dbf6-4ef3-8e59-f935b70dbe27,331,430,9
